state_no,state,canonical_language,assignment_source,mother_tongue_name_2001,mother_tongue_code_2001,mapping_status_2001,include_2001_level,mother_tongue_name_2011,mother_tongue_code_2011,mapping_status_2011,include_2011_level,include_common_2001_2011_change,overall_status,ambiguity_note
20,Jharkhand,Maithili,official_source,MAITHILI,010006,exact source spelling,True,Maithili,010008,exact source spelling,True,True,ready,
20,Jharkhand,Malto,user_addition,MALTO,083000,exact source spelling; parent row only,True,MALTO,083000,exact source spelling; parent row only,True,True,ready_with_source_caveat,"at least one year has only a parent row, not a distinct child mother-tongue row"
20,Jharkhand,Munda,user_addition,MUNDA,090006,exact source spelling,True,Munda,091009,exact source spelling,True,True,ready,
20,Jharkhand,Mundari,official_source + user_addition,MUNDARI,091004,exact source spelling,True,Mundari,092005,exact source spelling,True,True,ready,
20,Jharkhand,Nagpuri,official_source,NAGPURIA,006204,source alias/combined label,True,Nagpuria,006420,source alias/combined label,True,True,ready_with_source_caveat,Census label combines the requested name with a variant or paired name
20,Jharkhand,Odia,official_source,ORIYA,015031,source alias/combined label,True,Odia,015043,exact source spelling,True,True,ready_with_source_caveat,Census label combines the requested name with a variant or paired name
20,Jharkhand,Santali,official_source,SANTALI,018013,exact source spelling,True,Santali,018040,exact source spelling,True,True,ready,
20,Jharkhand,Urdu,official_source,URDU,022014,exact source spelling,True,Urdu,022015,exact source spelling,True,True,ready,
21,Odisha,Bhumij,user_addition,BHUMIJ,032002,exact source spelling,True,Bhumij,032002,exact source spelling,True,True,ready,
21,Odisha,Gadaba,user_addition,GADABA,041001,exact source spelling,True,Gadaba,041001,exact source spelling,True,True,ready,
21,Odisha,Gondi,user_addition,GONDI,044006,exact source spelling,True,Gondi,044007,exact source spelling,True,True,ready,
21,Odisha,Halabi,user_addition,HALABI,045001,exact source spelling,True,Halabi,045001,exact source spelling,True,True,ready,
21,Odisha,Ho,user_addition,HO,048002,exact source spelling,True,Ho,048004,exact source spelling,True,True,ready,
21,Odisha,Juang,user_addition,JUANG,050001,exact source spelling,True,Juang,050001,exact source spelling,True,True,ready,
21,Odisha,Kharia,user_addition,KHARIA,054004,exact source spelling,True,Kharia,054005,exact source spelling,True,True,ready,
21,Odisha,Khond,user_addition,KHOND/KONDH,058001,source alias/combined label,True,Khond/Kondh,058001,source alias/combined label,True,True,ready_with_source_caveat,Census label combines the requested name with a variant or paired name
21,Odisha,Koda,user_addition,KODA/KORA,062003,source alias/combined label,True,Koda/Kora,062003,source alias/combined label,True,True,ready_with_source_caveat,Census label combines the requested name with a variant or paired name
21,Odisha,Konda,user_addition,KONDA,065000,exact source spelling; parent row only,True,Konda,065003,exact source spelling,True,True,ready_with_source_caveat,"at least one year has only a parent row, not a distinct child mother-tongue row"
21,Odisha,Koya,user_addition,KOYA,069001,exact source spelling,True,Koya,069002,exact source spelling,True,True,ready,
21,Odisha,Kui,user_addition,KUI,070001,exact source spelling,True,Kui,070001,exact source spelling,True,True,ready,
21,Odisha,Kurukh,user_addition,KURUKH/ORAON,072009,source alias/combined label,True,Kurukh/Oraon,072024,source alias/combined label,True,True,ready_with_source_caveat,Census label combines the requested name with a variant or paired name
21,Odisha,Malto,user_addition,MALTO,083000,exact source spelling; parent row only,True,MALTO,083000,exact source spelling; parent row only,True,True,ready_with_source_caveat,"at least one year has only a parent row, not a distinct child mother-tongue row"
21,Odisha,Munda,user_addition,MUNDA,090006,exact source spelling,True,Munda,091009,exact source spelling,True,True,ready,
21,Odisha,Mundari,user_addition,MUNDARI,091004,exact source spelling,True,Mundari,092005,exact source spelling,True,True,ready,
21,Odisha,Odia,official_source,ORIYA,015031,source alias/combined label,True,Odia,015043,exact source spelling,True,True,ready_with_source_caveat,Census label combines the requested name with a variant or paired name
21,Odisha,Savara,user_addition,SAVARA,105002,exact source spelling,True,Savara,106004,exact source spelling,True,True,ready,
22,Chhattisgarh,Chhattisgarhi,official_source,CHHATTISGARHI,006072,exact source spelling,True,Chhattisgarhi,006142,exact source spelling,True,True,ready,
22,Chhattisgarh,Gondi,user_addition,GONDI,044006,exact source spelling,True,Gondi,044007,exact source spelling,True,True,ready,
22,Chhattisgarh,Halabi,user_addition,HALABI,045001,exact source spelling,True,Halabi,045001,exact source spelling,True,True,ready,
22,Chhattisgarh,Hindi,official_source,HINDI,006118,exact source spelling,True,Hindi,006240,exact source spelling,True,True,ready,
22,Chhattisgarh,Kharia,user_addition,KHARIA,054004,exact source spelling,True,Kharia,054005,exact source spelling,True,True,ready,
22,Chhattisgarh,Korwa,user_addition,KORWA,068000,exact source spelling; parent row only,True,KORWA,068000,exact source spelling; parent row only,True,True,ready_with_source_caveat,"at least one year has only a parent row, not a distinct child mother-tongue row"
22,Chhattisgarh,Kurukh,user_addition,KURUKH/ORAON,072009,source alias/combined label,True,Kurukh/Oraon,072024,source alias/combined label,True,True,ready_with_source_caveat,Census label combines the requested name with a variant or paired name
22,Chhattisgarh,Munda,user_addition,MUNDA,090006,exact source spelling,True,Munda,091009,exact source spelling,True,True,ready,
22,Chhattisgarh,Parji,user_addition,PARJI,096000,exact source spelling; parent row only,True,PARJI,097000,exact source spelling; parent row only,True,True,ready_with_source_caveat,"at least one year has only a parent row, not a distinct child mother-tongue row"
23,Madhya Pradesh,Bhili,user_addition,BHILI/BHILODI,030007,source alias/combined label,True,Bhili/Bhilodi,030007,source alias/combined label,True,True,ready_with_source_caveat,Census label combines the requested name with a variant or paired name
23,Madhya Pradesh,Gondi,user_addition,GONDI,044006,exact source spelling,True,Gondi,044007,exact source spelling,True,True,ready,
23,Madhya Pradesh,Hindi,official_source,HINDI,006118,exact source spelling,True,Hindi,006240,exact source spelling,True,True,ready,
23,Madhya Pradesh,Korku,user_addition,KORKU,067001,exact source spelling,True,Korku,067001,exact source spelling,True,True,ready,
24,Gujarat,Bhili,user_addition,BHILI/BHILODI,030007,source alias/combined label,True,Bhili/Bhilodi,030007,source alias/combined label,True,True,ready_with_source_caveat,Census label combines the requested name with a variant or paired name
24,Gujarat,Gujarati,official_source,GUJARATI,005011,exact source spelling,True,Gujarati,005018,exact source spelling,True,True,ready,
24,Gujarat,Hindi,official_source,HINDI,006118,exact source spelling,True,Hindi,006240,exact source spelling,True,True,ready,
24,Gujarat,Khandeshi,user_addition,KHANDESHI,053006,exact source spelling,True,Khandeshi,053006,exact source spelling,True,True,ready,
25,Daman & Diu,Gujarati,official_source,GUJARATI,005011,exact source spelling,True,Gujarati,005018,exact source spelling,True,True,ready,
25,Daman & Diu,Hindi,official_source,HINDI,006118,exact source spelling,True,Hindi,006240,exact source spelling,True,True,ready,
25,Daman & Diu,Konkani,official_source,KONKANI,009010,exact source spelling,True,Konkani,009011,exact source spelling,True,True,ready,
25,Daman & Diu,Marathi,official_source,MARATHI,013048,exact source spelling,True,Marathi,013071,exact source spelling,True,True,ready,
26,Dadra & Nagar Haveli,Bhili,user_addition,BHILI/BHILODI,030007,source alias/combined label,True,Bhili/Bhilodi,030007,source alias/combined label,True,True,ready_with_source_caveat,Census label combines the requested name with a variant or paired name
26,Dadra & Nagar Haveli,Gujarati,official_source,GUJARATI,005011,exact source spelling,True,Gujarati,005018,exact source spelling,True,True,ready,
26,Dadra & Nagar Haveli,Hindi,official_source,HINDI,006118,exact source spelling,True,Hindi,006240,exact source spelling,True,True,ready,
26,Dadra & Nagar Haveli,Konkani,official_source,KONKANI,009010,exact source spelling,True,Konkani,009011,exact source spelling,True,True,ready,
26,Dadra & Nagar Haveli,Marathi,official_source,MARATHI,013048,exact source spelling,True,Marathi,013071,exact source spelling,True,True,ready,
27,Maharashtra,Bhili,user_addition,BHILI/BHILODI,030007,source alias/combined label,True,Bhili/Bhilodi,030007,source alias/combined label,True,True,ready_with_source_caveat,Census label combines the requested name with a variant or paired name
27,Maharashtra,Gondi,user_addition,GONDI,044006,exact source spelling,True,Gondi,044007,exact source spelling,True,True,ready,
27,Maharashtra,Halabi,user_addition,HALABI,045001,exact source spelling,True,Halabi,045001,exact source spelling,True,True,ready,
27,Maharashtra,Khandeshi,user_addition,KHANDESHI,053006,exact source spelling,True,Khandeshi,053006,exact source spelling,True,True,ready,
27,Maharashtra,Kolami,user_addition,KOLAMI,063001,exact source spelling,True,Kolami,063001,exact source spelling,True,True,ready,
27,Maharashtra,Korku,user_addition,KORKU,067001,exact source spelling,True,Korku,067001,exact source spelling,True,True,ready,
27,Maharashtra,Marathi,official_source,MARATHI,013048,exact source spelling,True,Marathi,013071,exact source spelling,True,True,ready,
28,Andhra Pradesh (incl. Telangana),English,official_source,ENGLISH,040001,exact source spelling,True,English,040001,exact source spelling,True,True,ready,
28,Andhra Pradesh (incl. Telangana),Gadaba,user_addition,GADABA,041001,exact source spelling,True,Gadaba,041001,exact source spelling,True,True,ready,
28,Andhra Pradesh (incl. Telangana),Gondi,user_addition,GONDI,044006,exact source spelling,True,Gondi,044007,exact source spelling,True,True,ready,
28,Andhra Pradesh (incl. Telangana),Jatapu,user_addition,JATAPU,049002,exact source spelling,True,Jatapu,049002,exact source spelling,True,True,ready,
28,Andhra Pradesh (incl. Telangana),Khond,user_addition,KHOND/KONDH,058001,source alias/combined label,True,Khond/Kondh,058001,source alias/combined label,True,True,ready_with_source_caveat,Census label combines the requested name with a variant or paired name
28,Andhra Pradesh (incl. Telangana),Kolami,user_addition,KOLAMI,063001,exact source spelling,True,Kolami,063001,exact source spelling,True,True,ready,
28,Andhra Pradesh (incl. Telangana),Konda,user_addition,KONDA,065000,exact source spelling; parent row only,True,Konda,065003,exact source spelling,True,True,ready_with_source_caveat,"at least one year has only a parent row, not a distinct child mother-tongue row"
28,Andhra Pradesh (incl. Telangana),Koya,user_addition,KOYA,069001,exact source spelling,True,Koya,069002,exact source spelling,True,True,ready,
28,Andhra Pradesh (incl. Telangana),Savara,user_addition,SAVARA,105002,exact source spelling,True,Savara,106004,exact source spelling,True,True,ready,
28,Andhra Pradesh (incl. Telangana),Telugu,official_source,TELUGU,021035,exact source spelling,True,Telugu,021046,exact source spelling,True,True,ready,
28,Andhra Pradesh (incl. Telangana),Urdu,official_source,URDU,022014,exact source spelling,True,Urdu,022015,exact source spelling,True,True,ready,
29,Karnataka,English,official_source,ENGLISH,040001,exact source spelling,True,English,040001,exact source spelling,True,True,ready,
29,Karnataka,Kannada,official_source,KANNADA,007013,exact source spelling,True,Kannada,007016,exact source spelling,True,True,ready,
29,Karnataka,Kodagu,user_addition,COORGI/KODAGU,037001,source alias/combined label,True,Coorgi/Kodagu,037001,source alias/combined label,True,True,ready_with_source_caveat,Census label combines the requested name with a variant or paired name
29,Karnataka,Tulu,user_addition,TULU,116009,exact source spelling,True,Tulu,117009,exact source spelling,True,True,ready,
30,Goa,English,official_source,ENGLISH,040001,exact source spelling,True,English,040001,exact source spelling,True,True,ready,
30,Goa,Konkani,official_source,KONKANI,009010,exact source spelling,True,Konkani,009011,exact source spelling,True,True,ready,
30,Goa,Marathi,official_source,MARATHI,013048,exact source spelling,True,Marathi,013071,exact source spelling,True,True,ready,
31,Lakshadweep,English,official_source,ENGLISH,040001,exact source spelling,True,English,040001,exact source spelling,True,True,ready,
31,Lakshadweep,Malayalam,official_source,MALAYALAM,011013,exact source spelling,True,Malayalam,011016,exact source spelling,True,True,ready,
32,Kerala,English,official_source,ENGLISH,040001,exact source spelling,True,English,040001,exact source spelling,True,True,ready,
32,Kerala,Malayalam,official_source,MALAYALAM,011013,exact source spelling,True,Malayalam,011016,exact source spelling,True,True,ready,
32,Kerala,Tulu,user_addition,TULU,116009,exact source spelling,True,Tulu,117009,exact source spelling,True,True,ready,
33,Tamil Nadu,English,official_source,ENGLISH,040001,exact source spelling,True,English,040001,exact source spelling,True,True,ready,
33,Tamil Nadu,Tamil,official_source,TAMIL,020020,exact source spelling,True,Tamil,020027,exact source spelling,True,True,ready,
34,Puducherry,English,official_source,ENGLISH,040001,exact source spelling,True,English,040001,exact source spelling,True,True,ready,
34,Puducherry,French,official_source,,,not separately tabulated,False,,,not separately tabulated,False,False,not_common_year_comparable,not separately tabulated in 2001; not separately tabulated in 2011
34,Puducherry,Malayalam,official_source,MALAYALAM,011013,exact source spelling,True,Malayalam,011016,exact source spelling,True,True,ready,
34,Puducherry,Tamil,official_source,TAMIL,020020,exact source spelling,True,Tamil,020027,exact source spelling,True,True,ready,
34,Puducherry,Telugu,official_source,TELUGU,021035,exact source spelling,True,Telugu,021046,exact source spelling,True,True,ready,
35,Andaman & Nicobar Islands,English,official_source,ENGLISH,040001,exact source spelling,True,English,040001,exact source spelling,True,True,ready,
35,Andaman & Nicobar Islands,Hindi,official_source,HINDI,006118,exact source spelling,True,Hindi,006240,exact source spelling,True,True,ready,
35,Andaman & Nicobar Islands,Nicobarese,user_addition,NICOBARESE,092001,exact source spelling,True,Nicobarese,093001,exact source spelling,True,True,ready,
